Chromosome	RefSeq	GenBank	Ensembl	Length
chrUn1374	NW_003160697.1	AAGW02081918	AAGW02081918	19955
chrUn1375	NW_003160698.1	AAGW02081919	AAGW02081919	19943
chrUn1376	NW_003160699.1	AAGW02081920	AAGW02081920	19934
chrUn1377	NW_003160700.1	AAGW02081921	AAGW02081921	19895
chrUn1378	NW_003160701.1	GL019833	GL019833	20131
chrUn1379	NW_003160702.1	AAGW02081924	AAGW02081924	19859
chrUn1380	NW_003160703.1	AAGW02081925	AAGW02081925	19705
chrUn1381	NW_003160704.1	AAGW02081926	AAGW02081926	19705
chrUn1382	NW_003160705.1	AAGW02081927	AAGW02081927	19698
chrUn1383	NW_003160706.1	GL019834	GL019834	20702
chrUn1384	NW_003160707.1	GL019835	GL019835	52534
chrUn1385	NW_003160708.1	AAGW02081934	AAGW02081934	19675
chrUn1386	NW_003160709.1	AAGW02081935	AAGW02081935	19640
chrUn1387	NW_003160710.1	AAGW02081936	AAGW02081936	19540
chrUn1388	NW_003160711.1	AAGW02081937	AAGW02081937	19515
chrUn1389	NW_003160712.1	AAGW02081938	AAGW02081938	19490
chrUn1390	NW_003160713.1	GL019836	GL019836	20465
chrUn1391	NW_003160714.1	GL019837	GL019837	19941
chrUn1392	NW_003160715.1	GL019838	GL019838	22208
chrUn1393	NW_003160716.1	AAGW02081948	AAGW02081948	19470
chrUn1394	NW_003160717.1	GL019839	GL019839	19557
chrUn1395	NW_003160718.1	GL019840	GL019840	21147
chrUn1396	NW_003160719.1	GL019841	GL019841	19844
chrUn1397	NW_003160720.1	GL019842	GL019842	19486
chrUn1398	NW_003160721.1	AAGW02081957	AAGW02081957	19342
chrUn1399	NW_003160722.1	AAGW02081958	AAGW02081958	19337
chrUn1400	NW_003160723.1	AAGW02081959	AAGW02081959	19283
chrUn1401	NW_003160724.1	AAGW02081960	AAGW02081960	19252
chrUn1402	NW_003160725.1	GL019843	GL019843	19282
chrUn1403	NW_003160726.1	GL019844	GL019844	19261
chrUn1404	NW_003160727.1	GL019845	GL019845	19546
chrUn1405	NW_003160728.1	AAGW02081967	AAGW02081967	19124
chrUn1406	NW_003160729.1	AAGW02081968	AAGW02081968	19077
chrUn1407	NW_003160730.1	AAGW02081969	AAGW02081969	19076
chrUn1408	NW_003160731.1	AAGW02081970	AAGW02081970	19076
chrUn1409	NW_003160732.1	GL019846	GL019846	19560
chrUn1410	NW_003160733.1	AAGW02081973	AAGW02081973	19013
chrUn1411	NW_003160734.1	AAGW02081974	AAGW02081974	19001
chrUn1412	NW_003160735.1	AAGW02081975	AAGW02081975	19000
chrUn1413	NW_003160736.1	AAGW02081976	AAGW02081976	18987
chrUn1414	NW_003160737.1	GL019847	GL019847	19119
chrUn1415	NW_003160738.1	AAGW02081979	AAGW02081979	18979
chrUn1416	NW_003160739.1	GL019848	GL019848	20196
chrUn1417	NW_003160740.1	GL019849	GL019849	20394
chrUn1418	NW_003160741.1	GL019850	GL019850	19163
chrUn1419	NW_003160742.1	AAGW02081990	AAGW02081990	18836
chrUn1420	NW_003160743.1	AAGW02081991	AAGW02081991	18828
chrUn1421	NW_003160744.1	AAGW02081992	AAGW02081992	18827
chrUn1422	NW_003160745.1	AAGW02081993	AAGW02081993	18808
chrUn1423	NW_003160746.1	AAGW02081994	AAGW02081994	18802
chrUn1424	NW_003160747.1	AAGW02081995	AAGW02081995	18768
chrUn1425	NW_003160748.1	GL019851	GL019851	18874
chrUn1426	NW_003160749.1	AAGW02081998	AAGW02081998	18761
chrUn1427	NW_003160750.1	AAGW02081999	AAGW02081999	18716
chrUn1428	NW_003160751.1	AAGW02082000	AAGW02082000	18695
chrUn1429	NW_003160752.1	AAGW02082001	AAGW02082001	18674
chrUn1430	NW_003160753.1	AAGW02082002	AAGW02082002	18672
chrUn1431	NW_003160754.1	GL019852	GL019852	18733
chrUn1432	NW_003160755.1	AAGW02082005	AAGW02082005	18601
chrUn1433	NW_003160756.1	GL019853	GL019853	24706
chrUn1434	NW_003160757.1	AAGW02082012	AAGW02082012	18538
chrUn1435	NW_003160758.1	AAGW02082013	AAGW02082013	18522
chrUn1436	NW_003160759.1	GL019854	GL019854	18932
chrUn1437	NW_003160760.1	GL019855	GL019855	18567
chrUn1438	NW_003160761.1	GL019856	GL019856	21163
chrUn1439	NW_003160762.1	AAGW02082022	AAGW02082022	18417
chrUn1440	NW_003160763.1	GL019857	GL019857	21453
chrUn1441	NW_003160764.1	AAGW02082026	AAGW02082026	18323
chrUn1442	NW_003160765.1	AAGW02082027	AAGW02082027	18301
chrUn1443	NW_003160766.1	AAGW02082028	AAGW02082028	18257
chrUn1444	NW_003160767.1	GL019858	GL019858	19833
chrUn1445	NW_003160768.1	AAGW02082031	AAGW02082031	18219
chrUn1446	NW_003160769.1	AAGW02082032	AAGW02082032	18192
chrUn1447	NW_003160770.1	GL019859	GL019859	18786
chrUn1448	NW_003160771.1	GL019860	GL019860	47111
chrUn1449	NW_003160772.1	GL019861	GL019861	18226
chrUn1450	NW_003160773.1	AAGW02082039	AAGW02082039	18094
chrUn1451	NW_003160774.1	GL019862	GL019862	18951
chrUn1452	NW_003160775.1	AAGW02082042	AAGW02082042	18035
chrUn1453	NW_003160776.1	AAGW02082043	AAGW02082043	17994
chrUn1454	NW_003160777.1	AAGW02082044	AAGW02082044	17993
chrUn1455	NW_003160778.1	AAGW02082045	AAGW02082045	17993
chrUn1456	NW_003160779.1	AAGW02082046	AAGW02082046	17976
chrUn1457	NW_003160780.1	GL019863	GL019863	21886
chrUn1458	NW_003160781.1	AAGW02082051	AAGW02082051	17936
chrUn1459	NW_003160782.1	AAGW02082052	AAGW02082052	17925
chrUn1460	NW_003160783.1	AAGW02082053	AAGW02082053	17909
chrUn1461	NW_003160784.1	AAGW02082054	AAGW02082054	17879
chrUn1462	NW_003160785.1	AAGW02082055	AAGW02082055	17857
chrUn1463	NW_003160786.1	GL019864	GL019864	18994
chrUn1464	NW_003160787.1	AAGW02082059	AAGW02082059	17832
chrUn1465	NW_003160788.1	AAGW02082060	AAGW02082060	17830
chrUn1466	NW_003160789.1	AAGW02082061	AAGW02082061	17806
chrUn1467	NW_003160790.1	AAGW02082062	AAGW02082062	17800
chrUn1468	NW_003160791.1	AAGW02082063	AAGW02082063	17793
chrUn1469	NW_003160792.1	AAGW02082064	AAGW02082064	17786
chrUn1470	NW_003160793.1	AAGW02082065	AAGW02082065	17749
chrUn1471	NW_003160794.1	GL019865	GL019865	19829
chrUn1472	NW_003160795.1	GL019866	GL019866	18278
chrUn1473	NW_003160796.1	AAGW02082070	AAGW02082070	17656
chrUn1474	NW_003160797.1	AAGW02082071	AAGW02082071	17654
chrUn1475	NW_003160798.1	GL019867	GL019867	17728
chrUn1476	NW_003160799.1	GL019868	GL019868	17996
chrUn1477	NW_003160800.1	GL019869	GL019869	17915
chrUn1478	NW_003160801.1	AAGW02082078	AAGW02082078	17548
chrUn1479	NW_003160802.1	AAGW02082079	AAGW02082079	17543
chrUn1480	NW_003160803.1	AAGW02082080	AAGW02082080	17520
chrUn1481	NW_003160804.1	AAGW02082081	AAGW02082081	17490
chrUn1482	NW_003160805.1	AAGW02082082	AAGW02082082	17488
chrUn1483	NW_003160806.1	AAGW02082083	AAGW02082083	17464
chrUn1484	NW_003160807.1	GL019870	GL019870	18265
chrUn1485	NW_003160808.1	AAGW02082086	AAGW02082086	17460
chrUn1486	NW_003160809.1	GL019871	GL019871	19036
chrUn1487	NW_003160810.1	AAGW02082089	AAGW02082089	17422
chrUn1488	NW_003160811.1	AAGW02082090	AAGW02082090	17416
chrUn1489	NW_003160812.1	GL019872	GL019872	19973
chrUn1490	NW_003160813.1	GL019873	GL019873	17667
chrUn1491	NW_003160814.1	AAGW02082095	AAGW02082095	17298
chrUn1492	NW_003160815.1	GL019874	GL019874	18445
chrUn1493	NW_003160816.1	AAGW02082099	AAGW02082099	17284
chrUn1494	NW_003160817.1	AAGW02082100	AAGW02082100	17251
chrUn1495	NW_003160818.1	GL019875	GL019875	17516
chrUn1496	NW_003160819.1	AAGW02082103	AAGW02082103	17233
chrUn1497	NW_003160820.1	AAGW02082104	AAGW02082104	17232
chrUn1498	NW_003160821.1	AAGW02082105	AAGW02082105	17222
chrUn1499	NW_003160822.1	AAGW02082106	AAGW02082106	17202
chrUn1500	NW_003160823.1	AAGW02082107	AAGW02082107	17201
chrUn1501	NW_003160824.1	AAGW02082108	AAGW02082108	17165
chrUn1502	NW_003160825.1	AAGW02082109	AAGW02082109	17165
chrUn1503	NW_003160826.1	AAGW02082110	AAGW02082110	17130
chrUn1504	NW_003160827.1	AAGW02082111	AAGW02082111	17126
chrUn1505	NW_003160828.1	AAGW02082112	AAGW02082112	17124
chrUn1506	NW_003160829.1	AAGW02082113	AAGW02082113	17119
chrUn1507	NW_003160830.1	GL019876	GL019876	17789
chrUn1508	NW_003160831.1	AAGW02082116	AAGW02082116	17063
chrUn1509	NW_003160832.1	AAGW02082117	AAGW02082117	17033
chrUn1510	NW_003160833.1	AAGW02082118	AAGW02082118	17032
chrUn1511	NW_003160834.1	AAGW02082119	AAGW02082119	17031
chrUn1512	NW_003160835.1	AAGW02082120	AAGW02082120	17017
chrUn1513	NW_003160836.1	GL019877	GL019877	17160
chrUn1514	NW_003160837.1	AAGW02082123	AAGW02082123	16973
chrUn1515	NW_003160838.1	GL019878	GL019878	17767
chrUn1516	NW_003160839.1	AAGW02082126	AAGW02082126	16879
chrUn1517	NW_003160840.1	AAGW02082127	AAGW02082127	16859
chrUn1518	NW_003160841.1	GL019879	GL019879	17400
chrUn1519	NW_003160842.1	AAGW02082130	AAGW02082130	16828
chrUn1520	NW_003160843.1	AAGW02082131	AAGW02082131	16818
chrUn1521	NW_003160844.1	AAGW02082132	AAGW02082132	16784
chrUn1522	NW_003160845.1	GL019880	GL019880	21469
chrUn1523	NW_003160846.1	AAGW02082136	AAGW02082136	16753
chrUn1524	NW_003160847.1	AAGW02082137	AAGW02082137	16729
chrUn1525	NW_003160848.1	AAGW02082138	AAGW02082138	16722
chrUn1526	NW_003160849.1	AAGW02082139	AAGW02082139	16709
chrUn1527	NW_003160850.1	GL019881	GL019881	21590
chrUn1528	NW_003160851.1	AAGW02082145	AAGW02082145	16653
chrUn1529	NW_003160852.1	AAGW02082146	AAGW02082146	16638
chrUn1530	NW_003160853.1	AAGW02082147	AAGW02082147	16636
chrUn1531	NW_003160854.1	AAGW02082148	AAGW02082148	16625
chrUn1532	NW_003160855.1	GL019882	GL019882	18327
chrUn1533	NW_003160856.1	AAGW02082152	AAGW02082152	16594
chrUn1534	NW_003160857.1	GL019883	GL019883	17393
chrUn1535	NW_003160858.1	AAGW02082156	AAGW02082156	16551
chrUn1536	NW_003160859.1	AAGW02082157	AAGW02082157	16545
chrUn1537	NW_003160860.1	AAGW02082158	AAGW02082158	16503
chrUn1538	NW_003160861.1	AAGW02082159	AAGW02082159	16493
chrUn1539	NW_003160862.1	AAGW02082160	AAGW02082160	16479
chrUn1540	NW_003160863.1	AAGW02082161	AAGW02082161	16465
chrUn1541	NW_003160864.1	AAGW02082162	AAGW02082162	16363
chrUn1542	NW_003160865.1	AAGW02082163	AAGW02082163	16342
chrUn1543	NW_003160866.1	GL019884	GL019884	16423
chrUn1544	NW_003160867.1	AAGW02082166	AAGW02082166	16308
chrUn1545	NW_003160868.1	GL019885	GL019885	17865
chrUn1546	NW_003160869.1	AAGW02082170	AAGW02082170	16244
chrUn1547	NW_003160870.1	GL019886	GL019886	16387
chrUn1548	NW_003160871.1	AAGW02082173	AAGW02082173	16198
chrUn1549	NW_003160872.1	AAGW02082174	AAGW02082174	16182
chrUn1550	NW_003160873.1	GL019887	GL019887	20848
chrUn1551	NW_003160874.1	AAGW02082180	AAGW02082180	16161
chrUn1552	NW_003160875.1	GL019888	GL019888	17551
chrUn1553	NW_003160876.1	AAGW02082183	AAGW02082183	16142
chrUn1554	NW_003160877.1	AAGW02082184	AAGW02082184	16137
chrUn1555	NW_003160878.1	GL019889	GL019889	17387
chrUn1556	NW_003160879.1	AAGW02082187	AAGW02082187	16100
chrUn1557	NW_003160880.1	AAGW02082188	AAGW02082188	16079
chrUn1558	NW_003160881.1	GL019890	GL019890	17471
chrUn1559	NW_003160882.1	AAGW02082191	AAGW02082191	16072
chrUn1560	NW_003160883.1	GL019891	GL019891	16386
chrUn1561	NW_003160884.1	AAGW02082195	AAGW02082195	16038
chrUn1562	NW_003160885.1	GL019892	GL019892	16113
chrUn1563	NW_003160886.1	AAGW02082198	AAGW02082198	15974
chrUn1564	NW_003160887.1	AAGW02082199	AAGW02082199	15944
chrUn1565	NW_003160888.1	GL019893	GL019893	16311
chrUn1566	NW_003160889.1	AAGW02082202	AAGW02082202	15888
chrUn1567	NW_003160890.1	AAGW02082203	AAGW02082203	15860
chrUn1568	NW_003160891.1	GL019894	GL019894	16114
chrUn1569	NW_003160892.1	AAGW02082206	AAGW02082206	15852
chrUn1570	NW_003160893.1	AAGW02082207	AAGW02082207	15851
chrUn1571	NW_003160894.1	AAGW02082208	AAGW02082208	15804
chrUn1572	NW_003160895.1	AAGW02082209	AAGW02082209	15798
chrUn1573	NW_003160896.1	AAGW02082210	AAGW02082210	15790
chrUn1574	NW_003160897.1	AAGW02082211	AAGW02082211	15789
chrUn1575	NW_003160898.1	AAGW02082212	AAGW02082212	15775
chrUn1576	NW_003160899.1	GL019895	GL019895	18914
chrUn1577	NW_003160900.1	AAGW02082217	AAGW02082217	15730
chrUn1578	NW_003160901.1	AAGW02082218	AAGW02082218	15707
chrUn1579	NW_003160902.1	AAGW02082219	AAGW02082219	15702
chrUn1580	NW_003160903.1	GL019896	GL019896	16527
chrUn1581	NW_003160904.1	AAGW02082222	AAGW02082222	15689
chrUn1582	NW_003160905.1	GL019897	GL019897	16350
chrUn1583	NW_003160906.1	AAGW02082226	AAGW02082226	15662
chrUn1584	NW_003160907.1	AAGW02082227	AAGW02082227	15653
chrUn1585	NW_003160908.1	AAGW02082228	AAGW02082228	15631
chrUn1586	NW_003160909.1	AAGW02082229	AAGW02082229	15615
chrUn1587	NW_003160910.1	AAGW02082230	AAGW02082230	15601
chrUn1588	NW_003160911.1	AAGW02082231	AAGW02082231	15589
chrUn1589	NW_003160912.1	AAGW02082232	AAGW02082232	15580
chrUn1590	NW_003160913.1	GL019898	GL019898	17120
chrUn1591	NW_003160914.1	AAGW02082235	AAGW02082235	15558
chrUn1592	NW_003160915.1	AAGW02082236	AAGW02082236	15548
chrUn1593	NW_003160916.1	GL019899	GL019899	46172
chrUn1594	NW_003160917.1	AAGW02082242	AAGW02082242	15529
chrUn1595	NW_003160918.1	GL019900	GL019900	15608
chrUn1596	NW_003160919.1	AAGW02082245	AAGW02082245	15495
chrUn1597	NW_003160920.1	AAGW02082246	AAGW02082246	15476
chrUn1598	NW_003160921.1	GL019901	GL019901	15541
chrUn1599	NW_003160922.1	AAGW02082249	AAGW02082249	15405
chrUn1600	NW_003160923.1	GL019902	GL019902	15690
chrUn1601	NW_003160924.1	AAGW02082252	AAGW02082252	15334
chrUn1602	NW_003160925.1	GL019903	GL019903	17447
chrUn1603	NW_003160926.1	AAGW02082258	AAGW02082258	15310
chrUn1604	NW_003160927.1	GL019904	GL019904	15437
chrUn1605	NW_003160928.1	AAGW02082261	AAGW02082261	15279
chrUn1606	NW_003160929.1	GL019905	GL019905	15373
chrUn1607	NW_003160930.1	GL019906	GL019906	16100
chrUn1608	NW_003160931.1	GL019907	GL019907	19878
chrUn1609	NW_003160932.1	AAGW02082269	AAGW02082269	15234
chrUn1610	NW_003160933.1	AAGW02082270	AAGW02082270	15208
chrUn1611	NW_003160934.1	GL019908	GL019908	15373
chrUn1612	NW_003160935.1	AAGW02082273	AAGW02082273	15204
chrUn1613	NW_003160936.1	AAGW02082274	AAGW02082274	15195
chrUn1614	NW_003160937.1	AAGW02082275	AAGW02082275	15145
chrUn1615	NW_003160938.1	AAGW02082276	AAGW02082276	15109
chrUn1616	NW_003160939.1	AAGW02082277	AAGW02082277	15108
chrUn1617	NW_003160940.1	AAGW02082278	AAGW02082278	15097
chrUn1618	NW_003160941.1	GL019909	GL019909	15236
chrUn1619	NW_003160942.1	AAGW02082281	AAGW02082281	15082
chrUn1620	NW_003160943.1	AAGW02082282	AAGW02082282	15030
chrUn1621	NW_003160944.1	AAGW02082283	AAGW02082283	15026
chrUn1622	NW_003160945.1	AAGW02082284	AAGW02082284	15024
chrUn1623	NW_003160946.1	AAGW02082285	AAGW02082285	15014
chrUn1624	NW_003160947.1	GL019910	GL019910	15678
chrUn1625	NW_003160948.1	AAGW02082288	AAGW02082288	15004
chrUn1626	NW_003160949.1	AAGW02082289	AAGW02082289	14966
chrUn1627	NW_003160950.1	AAGW02082290	AAGW02082290	14949
chrUn1628	NW_003160951.1	AAGW02082291	AAGW02082291	14942
chrUn1629	NW_003160952.1	AAGW02082292	AAGW02082292	14938
chrUn1630	NW_003160953.1	GL019911	GL019911	15418
chrUn1631	NW_003160954.1	AAGW02082297	AAGW02082297	14884
chrUn1632	NW_003160955.1	AAGW02082298	AAGW02082298	14883
chrUn1633	NW_003160956.1	AAGW02082299	AAGW02082299	14877
chrUn1634	NW_003160957.1	GL019912	GL019912	14976
chrUn1635	NW_003160958.1	AAGW02082302	AAGW02082302	14798
chrUn1636	NW_003160959.1	AAGW02082303	AAGW02082303	14709
chrUn1637	NW_003160960.1	GL019913	GL019913	16685
chrUn1638	NW_003160961.1	GL019914	GL019914	15486
chrUn1639	NW_003160962.1	AAGW02082309	AAGW02082309	14641
chrUn1640	NW_003160963.1	GL019915	GL019915	14840
chrUn1641	NW_003160964.1	AAGW02082313	AAGW02082313	14631
chrUn1642	NW_003160965.1	GL019916	GL019916	14792
chrUn1643	NW_003160966.1	AAGW02082316	AAGW02082316	14591
chrUn1644	NW_003160967.1	GL019917	GL019917	14746
chrUn1645	NW_003160968.1	AAGW02082319	AAGW02082319	14566
chrUn1646	NW_003160969.1	AAGW02082320	AAGW02082320	14565
chrUn1647	NW_003160970.1	AAGW02082321	AAGW02082321	14540
chrUn1648	NW_003160971.1	GL019918	GL019918	17130
chrUn1649	NW_003160972.1	AAGW02082325	AAGW02082325	14510
chrUn1650	NW_003160973.1	AAGW02082326	AAGW02082326	14475
chrUn1651	NW_003160974.1	AAGW02082327	AAGW02082327	14475
chrUn1652	NW_003160975.1	AAGW02082328	AAGW02082328	14449
chrUn1653	NW_003160976.1	AAGW02082329	AAGW02082329	14445
chrUn1654	NW_003160977.1	AAGW02082330	AAGW02082330	14437
chrUn1655	NW_003160978.1	GL019919	GL019919	14526
chrUn1656	NW_003160979.1	AAGW02082333	AAGW02082333	14416
chrUn1657	NW_003160980.1	AAGW02082334	AAGW02082334	14408
chrUn1658	NW_003160981.1	GL019920	GL019920	20540
chrUn1659	NW_003160982.1	AAGW02082338	AAGW02082338	14373
chrUn1660	NW_003160983.1	AAGW02082339	AAGW02082339	14358
chrUn1661	NW_003160984.1	GL019921	GL019921	17473
chrUn1662	NW_003160985.1	AAGW02082343	AAGW02082343	14351
chrUn1663	NW_003160986.1	AAGW02082344	AAGW02082344	14338
chrUn1664	NW_003160987.1	GL019922	GL019922	14443
chrUn1665	NW_003160988.1	AAGW02082347	AAGW02082347	14315
chrUn1666	NW_003160989.1	GL019923	GL019923	16990
chrUn1667	NW_003160990.1	AAGW02082351	AAGW02082351	14305
chrUn1668	NW_003160991.1	AAGW02082352	AAGW02082352	14283
chrUn1669	NW_003160992.1	AAGW02082353	AAGW02082353	14264
chrUn1670	NW_003160993.1	AAGW02082354	AAGW02082354	14243
chrUn1671	NW_003160994.1	AAGW02082355	AAGW02082355	14243
chrUn1672	NW_003160995.1	AAGW02082356	AAGW02082356	14237
chrUn1673	NW_003160996.1	GL019924	GL019924	15403
chrUn1674	NW_003160997.1	AAGW02082360	AAGW02082360	14217
chrUn1675	NW_003160998.1	AAGW02082361	AAGW02082361	14213
chrUn1676	NW_003160999.1	AAGW02082362	AAGW02082362	14212
chrUn1677	NW_003161000.1	AAGW02082363	AAGW02082363	14209
chrUn1678	NW_003161001.1	AAGW02082364	AAGW02082364	14205
chrUn1679	NW_003161002.1	AAGW02082365	AAGW02082365	14202
chrUn1680	NW_003161003.1	GL019925	GL019925	14300
chrUn1681	NW_003161004.1	AAGW02082368	AAGW02082368	14181
chrUn1682	NW_003161005.1	AAGW02082369	AAGW02082369	14173
chrUn1683	NW_003161006.1	AAGW02082370	AAGW02082370	14115
chrUn1684	NW_003161007.1	AAGW02082371	AAGW02082371	14114
chrUn1685	NW_003161008.1	AAGW02082372	AAGW02082372	14108
chrUn1686	NW_003161009.1	GL019926	GL019926	14696
chrUn1687	NW_003161010.1	AAGW02082376	AAGW02082376	14096
chrUn1688	NW_003161011.1	AAGW02082377	AAGW02082377	14093
chrUn1689	NW_003161012.1	AAGW02082378	AAGW02082378	14084
chrUn1690	NW_003161013.1	AAGW02082379	AAGW02082379	14056
chrUn1691	NW_003161014.1	AAGW02082380	AAGW02082380	14050
chrUn1692	NW_003161015.1	GL019927	GL019927	14537
chrUn1693	NW_003161016.1	AAGW02082383	AAGW02082383	14037
chrUn1694	NW_003161017.1	GL019928	GL019928	14513
chrUn1695	NW_003161018.1	GL019929	GL019929	14587
chrUn1696	NW_003161019.1	AAGW02082389	AAGW02082389	13997
chrUn1697	NW_003161020.1	AAGW02082390	AAGW02082390	13989
chrUn1698	NW_003161021.1	AAGW02082391	AAGW02082391	13973
chrUn1699	NW_003161022.1	AAGW02082392	AAGW02082392	13870
chrUn1700	NW_003161023.1	AAGW02082393	AAGW02082393	13831
chrUn1701	NW_003161024.1	AAGW02082394	AAGW02082394	13816
chrUn1702	NW_003161025.1	AAGW02082395	AAGW02082395	13807
chrUn1703	NW_003161026.1	AAGW02082396	AAGW02082396	13763
chrUn1704	NW_003161027.1	AAGW02082397	AAGW02082397	13752
chrUn1705	NW_003161028.1	AAGW02082398	AAGW02082398	13706
chrUn1706	NW_003161029.1	GL019930	GL019930	14745
chrUn1707	NW_003161030.1	AAGW02082401	AAGW02082401	13692
chrUn1708	NW_003161031.1	AAGW02082402	AAGW02082402	13678
chrUn1709	NW_003161032.1	AAGW02082403	AAGW02082403	13665
chrUn1710	NW_003161033.1	GL019931	GL019931	14729
chrUn1711	NW_003161034.1	AAGW02082407	AAGW02082407	13656
chrUn1712	NW_003161035.1	GL019932	GL019932	15376
chrUn1713	NW_003161036.1	AAGW02082410	AAGW02082410	13609
chrUn1714	NW_003161037.1	AAGW02082411	AAGW02082411	13605
chrUn1715	NW_003161038.1	AAGW02082412	AAGW02082412	13603
chrUn1716	NW_003161039.1	AAGW02082413	AAGW02082413	13601
chrUn1717	NW_003161040.1	AAGW02082414	AAGW02082414	13595
chrUn1718	NW_003161041.1	GL019933	GL019933	13957
chrUn1719	NW_003161042.1	AAGW02082418	AAGW02082418	13565
chrUn1720	NW_003161043.1	AAGW02082419	AAGW02082419	13503
chrUn1721	NW_003161044.1	AAGW02082420	AAGW02082420	13467
chrUn1722	NW_003161045.1	AAGW02082421	AAGW02082421	13453
chrUn1723	NW_003161046.1	GL019934	GL019934	14369
chrUn1724	NW_003161047.1	GL019935	GL019935	14927
chrUn1725	NW_003161048.1	GL019936	GL019936	14585
chrUn1726	NW_003161049.1	AAGW02082428	AAGW02082428	13423
chrUn1727	NW_003161050.1	AAGW02082429	AAGW02082429	13412
chrUn1728	NW_003161051.1	AAGW02082430	AAGW02082430	13406
chrUn1729	NW_003161052.1	AAGW02082431	AAGW02082431	13384
chrUn1730	NW_003161053.1	AAGW02082432	AAGW02082432	13364
chrUn1731	NW_003161054.1	AAGW02082433	AAGW02082433	13334
chrUn1732	NW_003161055.1	AAGW02082434	AAGW02082434	13333
chrUn1733	NW_003161056.1	AAGW02082435	AAGW02082435	13329
chrUn1734	NW_003161057.1	AAGW02082436	AAGW02082436	13300
chrUn1735	NW_003161058.1	AAGW02082437	AAGW02082437	13273
chrUn1736	NW_003161059.1	AAGW02082438	AAGW02082438	13272
chrUn1737	NW_003161060.1	AAGW02082439	AAGW02082439	13265
chrUn1738	NW_003161061.1	AAGW02082440	AAGW02082440	13261
chrUn1739	NW_003161062.1	AAGW02082441	AAGW02082441	13256
chrUn1740	NW_003161063.1	AAGW02082442	AAGW02082442	13251
chrUn1741	NW_003161064.1	AAGW02082443	AAGW02082443	13247
chrUn1742	NW_003161065.1	GL019937	GL019937	14045
chrUn1743	NW_003161066.1	AAGW02082446	AAGW02082446	13228
chrUn1744	NW_003161067.1	AAGW02082447	AAGW02082447	13220
chrUn1745	NW_003161068.1	AAGW02082448	AAGW02082448	13220
chrUn1746	NW_003161069.1	AAGW02082449	AAGW02082449	13209
chrUn1747	NW_003161070.1	AAGW02082450	AAGW02082450	13204
chrUn1748	NW_003161071.1	AAGW02082451	AAGW02082451	13192
chrUn1749	NW_003161072.1	GL019938	GL019938	14486
chrUn1750	NW_003161073.1	AAGW02082454	AAGW02082454	13092
chrUn1751	NW_003161074.1	AAGW02082455	AAGW02082455	13092
chrUn1752	NW_003161075.1	AAGW02082456	AAGW02082456	13089
chrUn1753	NW_003161076.1	AAGW02082457	AAGW02082457	13062
chrUn1754	NW_003161077.1	AAGW02082458	AAGW02082458	13060
chrUn1755	NW_003161078.1	AAGW02082459	AAGW02082459	13056
chrUn1756	NW_003161079.1	GL019939	GL019939	13612
chrUn1757	NW_003161080.1	AAGW02082462	AAGW02082462	13020
chrUn1758	NW_003161081.1	AAGW02082463	AAGW02082463	13017
chrUn1759	NW_003161082.1	AAGW02082464	AAGW02082464	13005
chrUn1760	NW_003161083.1	AAGW02082465	AAGW02082465	12963
chrUn1761	NW_003161084.1	AAGW02082466	AAGW02082466	12943
chrUn1762	NW_003161085.1	AAGW02082467	AAGW02082467	12905
chrUn1763	NW_003161086.1	GL019940	GL019940	13577
chrUn1764	NW_003161087.1	AAGW02082470	AAGW02082470	12855
chrUn1765	NW_003161088.1	AAGW02082471	AAGW02082471	12838
chrUn1766	NW_003161089.1	AAGW02082472	AAGW02082472	12811
chrUn1767	NW_003161090.1	AAGW02082473	AAGW02082473	12807
chrUn1768	NW_003161091.1	AAGW02082474	AAGW02082474	12802
chrUn1769	NW_003161092.1	AAGW02082475	AAGW02082475	12795
chrUn1770	NW_003161093.1	AAGW02082476	AAGW02082476	12792
chrUn1771	NW_003161094.1	AAGW02082477	AAGW02082477	12780
chrUn1772	NW_003161095.1	AAGW02082478	AAGW02082478	12755
chrUn1773	NW_003161096.1	AAGW02082479	AAGW02082479	12722
chrUn1774	NW_003161097.1	GL019941	GL019941	13204
chrUn1775	NW_003161098.1	AAGW02082484	AAGW02082484	12707
chrUn1776	NW_003161099.1	AAGW02082485	AAGW02082485	12703
chrUn1777	NW_003161100.1	GL019942	GL019942	12892
chrUn1778	NW_003161101.1	AAGW02082489	AAGW02082489	12680
chrUn1779	NW_003161102.1	AAGW02082490	AAGW02082490	12676
chrUn1780	NW_003161103.1	AAGW02082491	AAGW02082491	12672
chrUn1781	NW_003161104.1	AAGW02082492	AAGW02082492	12654
chrUn1782	NW_003161105.1	GL019943	GL019943	12769
chrUn1783	NW_003161106.1	AAGW02082495	AAGW02082495	12635
chrUn1784	NW_003161107.1	AAGW02082496	AAGW02082496	12630
chrUn1785	NW_003161108.1	AAGW02082497	AAGW02082497	12574
chrUn1786	NW_003161109.1	AAGW02082498	AAGW02082498	12561
chrUn1787	NW_003161110.1	AAGW02082499	AAGW02082499	12552
chrUn1788	NW_003161111.1	AAGW02082500	AAGW02082500	12544
chrUn1789	NW_003161112.1	AAGW02082501	AAGW02082501	12536
chrUn1790	NW_003161113.1	AAGW02082502	AAGW02082502	12521
chrUn1791	NW_003161114.1	AAGW02082503	AAGW02082503	12508
